geo_name,geo_sumlevel,geo_id,income_2013,income_2014,income_2015,income_2016,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"Malvern, AL","place",16000US0146264,41083,40449,37000,35069,81100,81300,78800,71600
"Maplesville, AL","place",16000US0146504,49750,40750,32788,33462,73300,100000,92500,87500
"Marbury, AL","place",16000US0146600,36583,38780,37672,40446,65200,63600,68300,103100
"Margaret, AL","place",16000US0146696,63294,63141,64789,65918,132100,135400,139300,143800
"Marion, AL","place",16000US0146768,33125,30720,31029,27088,89800,110400,110400,113400
"Maytown, AL","place",16000US0147728,42083,41719,43750,53409,86500,85400,83000,84000
"Meadowbrook, AL","place",16000US0147740,92797,91637,92193,93139,268500,261500,270700,269500
"Megargel, AL","place",16000US0147848,,,,,,,,
"Memphis, AL","place",16000US0148052,13125,13125,,,162500,520800,,
"Mentone, AL","place",16000US0148064,29929,29612,38750,52679,136800,135800,122700,171900
"Meridianville, AL","place",16000US0148112,76211,75075,68368,68775,165200,167700,172300,170600
"Midfield, AL","place",16000US0148376,39638,37935,39678,36647,77100,75900,74900,75600
"Midland City, AL","place",16000US0148400,39453,31328,27163,26269,103000,92100,88700,95700
"Midway, AL","place",16000US0148424,24286,24091,24514,24722,52000,54000,52500,43300
"Mignon, AL","place",16000US0148616,34715,37222,32452,32240,44000,45100,44000,40100
"Millbrook, AL","place",16000US0148712,60004,60489,58330,59435,141900,138900,141300,144800
"Millerville, AL","place",16000US0148784,30875,30078,24861,37969,63400,57300,57100,21600
"Millport, AL","place",16000US0148808,28542,33500,32443,31150,72700,75500,76500,71600
"Millry, AL","place",16000US0148832,42188,35500,37813,32813,91300,85300,103500,85600
"Minor, AL","place",16000US0149072,48571,37074,45000,48281,84800,84900,81500,79200
"Mobile, AL","place",16000US0150000,38644,39241,38776,38759,124300,123600,120100,119500
"Monroeville, AL","place",16000US0150192,27156,32429,30678,27433,91100,94400,97100,105800
"Montevallo, AL","place",16000US0150312,37607,35444,34760,38472,161500,157600,157800,148500
"Montgomery, AL","place",16000US0151000,43702,43535,42927,43440,119200,119500,117600,116600
"Moody, AL","place",16000US0151096,58764,60829,61049,60911,143900,144400,148100,150100
"Moores Mill, AL","place",16000US0151216,64009,68324,63911,68768,153700,152100,152400,157400
"Mooresville, AL","place",16000US0151264,71250,66875,99375,113125,325000,225000,358300,460000
"Morris, AL","place",16000US0151456,61923,61797,70043,68958,170500,164100,170500,170100
"Morrison Crossroads, AL","place",16000US0151469,21818,21573,21169,21180,90000,92800,9999,
"Mosses, AL","place",16000US0151520,13424,14901,15240,15170,46400,47500,40600,37300
"Moulton, AL","place",16000US0151600,25966,30217,28843,30063,98500,92600,88000,90000
"Moundville, AL","place",16000US0151648,44318,47273,39719,47370,130100,125900,118400,123100
"Mountain Brook, AL","place",16000US0151696,131281,130259,126534,129777,542800,558900,545900,557300
"Mount Olive, Coosa County, AL","place",16000US0152320,33500,33942,,34507,47200,53000,97100,67300
"Mount Olive, AL","place",16000US0152344,73068,73443,73345,69429,166600,166400,162000,161300
"Mount Vernon, AL","place",16000US0152608,33618,36786,40750,40671,77500,77000,78700,78800
"Movico, AL","place",16000US0152680,21467,21719,,67679,,55700,,
"Mulga, AL","place",16000US0152776,37396,35139,34886,40750,53900,50900,51100,50600
"Munford, AL","place",16000US0152848,40417,40179,34034,35833,83900,92400,85900,79400
"Muscle Shoals, AL","place",16000US0153016,51405,50502,48896,52132,128700,128300,128700,135000
"Myrtlewood, AL","place",16000US0153112,53500,38750,35000,38750,71400,76500,79600,82500
"Nanafalia, AL","place",16000US0153208,40625,40500,,,47500,40000,42000,
"Nances Creek, AL","place",16000US0153232,42455,34750,51196,51359,121600,107800,111000,109400
"Napier Field, AL","place",16000US0153256,32045,27813,32000,30982,61700,50600,54100,52500
"Natural Bridge, AL","place",16000US0153376,90250,90625,,93393,112500,89000,89000,118800
"Nauvoo, AL","place",16000US0153400,22500,24250,27000,35625,55000,58600,56300,56700
"Nectar, AL","place",16000US0153448,48125,36964,35313,43125,103300,75000,91700,114000
"Needham, AL","place",16000US0153472,56429,56429,56458,68750,48300,53100,54200,51300
"Newbern, AL","place",16000US0153784,27500,33750,18750,18636,55000,62500,58800,65000
"New Brockton, AL","place",16000US0153856,38050,40068,41066,44261,86200,85900,85000,90000
"New Hope, AL","place",16000US0154168,42665,43231,44224,47039,109000,118700,121600,121800
"New Market, AL","place",16000US0154312,46528,43571,59653,60282,109500,108500,115100,129800
"New Site, AL","place",16000US0154432,36286,39091,42143,48958,74300,78600,78400,84700
"Newton, AL","place",16000US0154480,41016,38462,41198,44167,82400,86500,103100,95700
"New Union, AL","place",16000US0154582,45938,35000,36429,41899,118900,91400,81500,76000
"Newville, AL","place",16000US0154600,34821,26111,31172,31681,79800,68600,68900,69800
"North Courtland, AL","place",16000US0155044,22708,25809,24097,22917,68300,60000,64600,66400
"North Johns, AL","place",16000US0155152,34583,39375,39750,40000,51700,56700,,55800
"Northport, AL","place",16000US0155200,51112,54354,53650,52281,161500,161400,162200,162400
"Notasulga, AL","place",16000US0155440,32857,35694,37273,40938,76000,80900,90900,96700
"Oak Grove, AL","place",16000US0155752,26667,33950,40972,45833,74600,33800,70600,80000
"Oak Hill, AL","place",16000US0155848,,9028,,9286,,,9999,9999
"Oakman, AL","place",16000US0155992,34318,36750,40469,28750,67400,48300,63700,62400
"Odenville, AL","place",16000US0156400,55030,48017,51518,69792,152100,133700,139100,140600
"Ohatchee, AL","place",16000US0156472,50054,50917,51688,50268,89400,111700,115700,127300
"Oneonta, AL","place",16000US0157000,35556,37078,36852,46750,115600,123200,122600,153500
"Onycha, AL","place",16000US0157024,24125,24167,22917,23750,55600,57000,62100,68800
"Opelika, AL","place",16000US0157048,40110,39506,40489,41566,140900,148300,153500,153400
"Opp, AL","place",16000US0157120,33969,33218,34695,32923,79600,84500,90400,87900
"Orange Beach, AL","place",16000US0157144,58084,57750,57535,59523,237200,223900,238000,248200
"Orrville, AL","place",16000US0157240,18125,16964,16250,13281,52400,57000,70000,72500
"Our Town, AL","place",16000US0157384,45455,45432,38125,38224,82100,82300,135100,
"Owens Cross Roads, AL","place",16000US0157504,44577,52260,51750,71094,133500,139300,140000,131800
"Oxford, AL","place",16000US0157576,49698,50934,51375,51928,120600,121900,123700,129100
"Ozark, AL","place",16000US0157648,40793,38392,37813,37522,102000,100800,95400,97400
"Paint Rock, AL","place",16000US0157696,25000,29375,23036,28333,47100,55000,58300,66900
"Panola, AL","place",16000US0157912,8906,8333,,,49000,45000,,
"Parrish, AL","place",16000US0158272,31250,27464,29335,30172,57200,60100,58700,57000
"Pelham, AL","place",16000US0158848,71110,68197,67907,71864,164800,168200,164300,169600
"Pell City, AL","place",16000US0158896,46162,40961,41944,47936,157700,162900,169900,162300
"Pennington, AL","place",16000US0158968,23750,32750,,23750,64300,74600,66900,73000
"Penton, AL","place",16000US0159016,28906,31360,30417,30030,118200,120700,112300,113200
"Perdido, AL","county",16000US0159064,,,24286,28313,,,117900,151900
"Perdido Beach, AL","place",16000US0159088,65625,52500,47222,46875,213300,159500,150000,155600
"Peterman, AL","place",16000US0159232,45875,18333,28009,,143800,140800,183000,197500
"Petrey, AL","place",16000US0159328,36161,37917,38750,51250,91300,58300,77500,75700
"Phenix City, AL","place",16000US0159472,36462,36225,36698,39691,116200,118600,123500,124100
"Phil Campbell, AL","place",16000US0159496,24479,27083,25852,25119,58900,56000,54400,58600
"Pickensville, AL","place",16000US0159592,29531,30833,31607,27321,71800,66900,71900,49700
"Piedmont, AL","place",16000US0159640,29830,31000,28884,31181,77000,78200,79000,77700
"Pike Road, AL","place",16000US0159760,93636,92609,97500,94805,251000,253300,243700,244900
"Pinckard, AL","place",16000US0159832,60375,48542,31042,31429,125000,85700,106800,121400
"Pine Apple, AL","place",16000US0159880,26667,50375,46250,22500,80000,38800,,68800
"Pine Hill, AL","place",16000US0160240,28750,31771,30682,24848,90800,82000,82900,84800
"Pine Level, AL","place",16000US0160264,54800,54807,56125,60744,150700,158700,167100,149500
"Pine Ridge, AL","place",16000US0160372,24583,25625,24286,26250,65500,66800,68500,66300
"Pinson, AL","place",16000US0160648,64063,60492,59909,60227,135300,133000,134400,131000
"Pisgah, AL","place",16000US0160720,37703,37865,26635,30417,111800,155800,96000,90000
"Pleasant Grove, AL","place",16000US0161008,62908,64278,63302,63292,150400,150100,151000,151000
"Pleasant Groves, AL","place",16000US0161038,43625,45469,46875,43125,100000,98600,97900,104700
"Point Clear, AL","place",16000US0161488,43011,46466,47200,,215500,223800,265800,245700
"Pollard, AL","place",16000US0161536,32500,31786,31607,31250,77500,93000,95800,
"Powell, AL","place",16000US0162075,37750,34911,30903,37837,79900,87700,87900,85600
"Prattville, AL","place",16000US0162328,58432,57478,55297,56364,149900,150100,150000,150800
"Priceville, AL","place",16000US0162472,79205,90489,84375,92857,173800,176200,180100,182900
"Prichard, AL","place",16000US0162496,23090,21860,23785,25275,66400,67300,66000,64500
"Providence, AL","place",16000US0162688,49375,37500,40208,41429,125000,150500,,
"Putnam, AL","place",16000US0162952,34201,33750,,,107300,56000,53800,
"Ragland, AL","place",16000US0163216,35724,38523,38571,34583,94400,91400,92300,89100
"Rainbow City, AL","place",16000US0163288,44814,46548,49338,49496,148600,142000,141000,142300
"Rainsville, AL","place",16000US0163336,39090,41313,39691,39477,103000,103600,104700,113500
"Ranburne, AL","place",16000US0163408,48542,50833,50909,48393,92200,97300,125000,136500
"Ray, AL","place",16000US0163495,42212,46442,45909,47679,122400,124700,115600,106500
"Red Bay, AL","place",16000US0163576,33766,30023,29076,31921,79600,81800,80400,80100
"Redland, AL","place",16000US0163730,72885,68566,75139,76842,207700,215100,215800,225000
"Red Level, AL","place",16000US0163768,31250,38036,38571,37083,66400,66700,71900,70200
"Redstone Arsenal, AL","place",16000US0163912,59286,55000,60893,71250,,,,
"Reece City, AL","place",16000US0163984,40500,40139,43261,44938,103000,97900,99700,102500
"Reeltown, AL","place",16000US0164040,72794,77014,74688,62500,108300,99700,91100,92500
"Reform, AL","place",16000US0164104,18281,21019,20136,21228,63300,71700,65600,77300
"Rehobeth, AL","place",16000US0164152,51708,52083,47108,46659,150300,142300,132600,134500
"Repton, AL","place",16000US0164368,9779,17375,23125,22500,52400,55800,51900,58800
"Ridgeville, AL","place",16000US0164656,23125,16964,20625,23125,34700,53300,61100,51700
"River Falls, AL","place",16000US0164776,27685,21638,28977,31932,60500,66700,54000,58000
"Riverside, AL","place",16000US0164920,58988,62571,61417,55625,168000,165200,166200,158300
"Riverview, AL","place",16000US0165016,35909,37500,37222,37292,67500,91700,71700,56400
"Roanoke, AL","place",16000US0165040,32003,33433,34956,36591,87800,83400,82900,78500
"Robertsdale, AL","place",16000US0165208,44189,46545,47364,38467,125800,131200,135800,131300
"Rock Creek, AL","place",16000US0165412,43864,41131,52227,54500,120800,118800,128200,119400
"Rockford, AL","place",16000US0165472,22667,17422,22778,21429,69600,69300,66700,77800
"Rock Mills, AL","place",16000US0165592,51146,27054,,,70400,38800,54000,55700
"Rockville, AL","place",16000US0165784,,,,,,,,
"Rogersville, AL","place",16000US0166216,36164,36520,36346,38427,109500,100400,103500,109800
"Rosa, AL","place",16000US0166408,34000,43958,44808,54250,59500,77900,,120300
"Russellville, AL","place",16000US0167056,31560,29114,29859,31262,90100,94800,93300,96400
"Rutledge, AL","place",16000US0167176,35893,34125,39688,31250,77800,85000,106900,86700
"St. Florian, AL","place",16000US0167536,56563,54063,62500,61250,166100,164800,168000,170700
"St. Stephens, AL","place",16000US0167584,77644,69861,42500,77083,134100,103000,108800,152500
"Saks, AL","place",16000US0167608,41097,42414,42070,40413,92800,94300,95500,91900
"Samson, AL","place",16000US0167800,18790,18375,22556,22310,67600,66300,66700,65700
"Sand Rock, AL","place",16000US0167920,50556,51250,44375,50536,90600,88400,117900,131300
"Sanford, AL","place",16000US0168016,35938,37000,33333,37250,106300,137500,129200,166700
"Saraland, AL","place",16000US0168160,52031,53646,52621,54471,134100,131200,129100,135600
"Sardis City, AL","place",16000US0168280,49656,51402,51681,51848,115500,119700,121400,128700
"Satsuma, AL","place",16000US0168352,60179,58750,59311,61836,154900,150300,147700,152000
"Scottsboro, AL","place",16000US0168736,37934,36470,38007,40722,122000,120000,122200,128600
"Section, AL","place",16000US0169000,27336,31458,30278,29028,81900,83800,92300,90800
"Selma, AL","place",16000US0169120,22478,21635,22414,23283,83900,87900,87100,90400
"Selmont-West Selmont, AL","place",16000US0169180,21884,21272,23015,28689,52600,54400,56500,58800
"Semmes, AL","place",16000US0169240,35278,34399,46596,49667,155400,129000,146400,137700
"Sheffield, AL","place",16000US0169648,34304,35100,34205,33869,83600,88300,89300,88900
"Shelby, AL","place",16000US0169672,43462,38162,45139,31944,110100,115800,109700,104200
"Shiloh, AL","place",16000US0169840,39375,39583,36250,37000,100000,101000,93300,88900
"Shoal Creek, AL","place",16000US0169978,123333,116477,114018,126597,416400,427600,425200,431600
"Shorter, AL","place",16000US0170128,37500,45074,38409,38917,78500,76900,77600,79200
"Silas, AL","place",16000US0170416,27031,28250,27875,30341,47400,34200,,72300
"Silverhill, AL","place",16000US0170536,44531,42024,40921,48021,150000,159800,152500,160900
"Sims Chapel, AL","place",16000US0170632,24327,74931,86071,,133000,134000,,
"Sipsey, AL","place",16000US0170704,27446,26208,27393,26652,40200,49000,54300,54200
"Skyline, AL","place",16000US0170896,41250,41458,38810,38553,57300,60000,69000,74200
"Slocomb, AL","place",16000US0171040,41000,39375,35512,29924,72700,72700,61500,63600
"Smiths Station, AL","place",16000US0171190,44277,45944,46354,50597,108200,112400,118300,134500
"Smoke Rise, AL","place",16000US0171201,90000,71042,86310,90417,179400,179500,166100,180400
"Snead, AL","place",16000US0171280,30000,34167,35000,37019,100000,112800,115900,107300
"Somerville, AL","place",16000US0171496,36912,35156,40417,42708,110000,104600,104200,98300
"Southside, AL","place",16000US0171832,69782,67090,65946,65561,153600,157300,152900,153400
"South Vinemont, AL","place",16000US0171900,30104,28333,26141,27120,98300,111500,112500,114300
"Spanish Fort, AL","place",16000US0171976,69608,67204,72747,70448,207900,223900,241300,241500
"Spring Garden, AL","place",16000US0172408,55234,26328,,,104500,,156600,158500
"Springville, AL","place",16000US0172600,80075,80865,73906,83173,187000,206400,202700,210900
"Spruce Pine, AL","place",16000US0172672,,,,,,,,
"Standing Rock, AL","place",16000US0172720,30227,31667,49583,,75000,,,
"Stapleton, AL","county",16000US0172816,,,53083,53292,,,127600,149200
"Steele, AL","place",16000US0172888,32900,33203,31063,32625,81300,78000,76900,78200
"Sterrett, AL","place",16000US0173056,47386,51071,31410,31603,79400,75800,74700,77200
"Stevenson, AL","place",16000US0173080,34601,37927,38053,30750,79300,79400,81000,79600
"Stewartville, AL","place",16000US0173152,43333,43777,43333,37734,121400,102200,68400,48900
"Stockton, AL","county",16000US0173272,,,65000,70573,,,197900,205000
"Sulligent, AL","place",16000US0173728,31538,30599,30050,29297,67700,76600,82100,97000
"Sumiton, AL","place",16000US0173848,39489,44679,42321,37569,125600,121800,127800,129200
"Summerdale, AL","place",16000US0173872,39107,42039,39803,40938,148400,123700,138500,148600
"Susan Moore, AL","place",16000US0174160,34432,42250,40417,47857,81000,97500,97800,109100
"Sweet Water, AL","place",16000US0174304,47344,52500,79375,65625,97100,95000,139800,151300
"Sylacauga, AL","place",16000US0174352,33415,31587,33407,34568,120600,110900,114200,117000
"Sylvania, AL","place",16000US0174400,38125,37917,46964,44914,91400,94300,94400,106900
"Sylvan Springs, AL","place",16000US0174424,57045,51771,56630,57102,142400,141500,146700,149600
"Talladega, AL","place",16000US0174592,29911,30307,29482,29074,82000,82600,84500,83500
"Talladega Springs, AL","place",16000US0174616,43750,51250,50833,40714,111500,101000,101800,103100
"Tallassee, AL","place",16000US0174688,35908,37219,38275,45972,81800,84300,87400,84700
